Uniq Id,Crawl Timestamp,Pageurl,Website,Title,Rating,Review,Reviewer Name,Review Upvotes,Review Downvotes,Verified Purchaser,Recommended Purchase,Review Date,Five Star,Four Star,Three Star,Two Star,One Star
baa3bcfc746fcade03c401dff800b457,2020-04-09 02:30:30 +0000,https://www.walmart.com/reviews/product/187952912,walmart.com,,3,"First of all, this watch looks great. The analog style is classic. I wish the smart watch part was bigger though. It's hard to see sometimes, and partially obscured by the hands of the watch. it's a sacrifice that must be made for style though, I suppose. The gold casing is really nice, but I'll probably replace the band. It's fun, but I don't like the way it feels. Set-up on the watch was easy, and took under five minutes. You download the app, pair, and you're basically done. But I've had trouble with the watch dropping connection. I don't know if it's the app or the watch that's to blame. This is a pretty major complaint. Features are basic, but nice. It tracks steps, alerts for phone calls, pops up texts, things like that. It's not a full feature watch, and the display is pretty low tech. You touch to cycle through screens, but can't interact with it beyond that. The analog watch face is an actual functional watch though, and that's cool. Battery life seems decent. It charges pretty fast too. I have no complaints on that front. However, it does drop connection every time I charge the watch and that's annoying. All in all, it mostly does what I want it too, but losing connection is a major flaw and the band could be more comfortable to wear [This review was collected as part of a promotion.]",Ului,0,0,No,No,9/10/2019,12,5,5,2,1
1b9af612c40aca59bfd35b2c100bb54c,2020-04-08 05:34:34 +0000,https://www.walmart.com/reviews/product/23423759,walmart.com,,5,I love getting TV on demand. This is the wave of the future. I'll be checking out Roku3 to be sure the picture quality is what I'd like.,leaderoftheband,1,1,Yes,No,5/16/2013,18872,6811,1630,717,778
145eb7137453d9b298b0e3f54ebe1dac,2020-04-13 05:02:49 +0000,https://www.walmart.com/reviews/product/232810051,walmart.com,,1,I have had my Vizio tv for 21 days now and the volume vibrates and sounds muffled. I will be returning it.,Angela Rios,0,0,No,No,12/26/2019,562,130,17,12,12
e250f2577b9ea8cdd4cd73fed6e36b43,2020-05-16 20:33:52 +0000,https://www.walmart.com/reviews/product/870189368,walmart.com,,5,"I bought myself 2 jbl flip 5's and they really sound amazing. I used them indoors and even outside when having a braai and they surprised me every time, as a single speaker and even in partyboost. Therefor my 5 star rating. However I must say. Playing at 70 to 80% volume constantly made the battery last only 5 hours which is not to good for me. And even when playing 30 to 50% volume it wouldnt even last 12hrs as advertised.(your site shows more than 12hrs). And when playing in partyboost the speaker connected to your phone runs flat quicker than the other that's only connected to the main speaker. I love this speaker and will recommend it to anyone.",Jaco,0,0,Yes,No,1/2/2020,147,22,21,13,26
3b2ed161f2bd1327322326c29aaed07f,2020-06-08 04:37:47 +0000,https://www.walmart.com/reviews/product/846991167,walmart.com,,5,It comes with a lot of apps and not hard to operate.,Erieee,0,0,Yes,No,5/11/2020,3015,678,126,71,107
4642726e6e2e87263ab3d0ebd93a7a19,2020-05-17 00:54:05 +0000,https://www.walmart.com/reviews/product/942387075,walmart.com,,3,Only dissapointing thing about the device is that it still does not supports 802.11 ac(5ghz) WI-FI....Students like me living hostels have to rely on HOSTEL WI-FI's but Lenovo is not trying to understand.. More than 50 percent of hostel wi-fi's are of 802.11ac(5ghz) bandwidths... so why this thing not being corrected by lenovo continued to product by product... REALLY A SERIOUS ISSUE,Akhil20,44,19,No,No,6/4/2018,184,83,46,37,77
97285bca92186df637e16fa9f48aa25b,2020-05-16 18:03:44 +0000,https://www.walmart.com/reviews/product/46867821,walmart.com,,2,I had trouble installing the blue ray player with wifi streaming. I couldn't download Hulu Plus. And Netflix was streaming for a long time. It is incompatible with one of my other receivers. I am disappointed that it isn't working out for me and I will have to return it this weekend. Karen S.,Karen,0,0,No,No,7/29/2019,124,48,26,31,137
755f3ce74cc26d89a6948bdf5b2d4229,2020-06-07 06:00:15 +0000,https://www.walmart.com/reviews/product/55540606,walmart.com,,4,"The picture on this tv is very clear and sharp. The frame on it is a little flimsy and you can see light coming through parts of it. But over all for the price, a great buy.",BAB276,0,0,No,No,12/11/2018,425,148,76,71,207
49b8228213ee69f6cda174a8b0982afe,2020-06-20 01:26:51 +0000,https://www.walmart.com/reviews/product/702373849,walmart.com,LG TONE TRIUMPH HBS-510 Bluetooth Wireless Stereo Headset,2,"I have just bought it and test on my phone, laptop, and have some review: 1/. Battery : good life 2/. Connect: easy connect (pair) with my phone and my laptop 3/. Light weight, look fit - but not comfortable 4/. Quality of Sound: good for talk - but for music is bad => I'll return it tomorrow. Because I love music but with this headphone the music is too bad.",Turtle,3,0,No,No,12/5/2017,134,53,43,39,86
ddea2356040148b1120410061866da5b,2020-06-15 01:06:38 +0000,https://www.walmart.com/reviews/product/443728559,walmart.com,"Total Wireless Apple iPhone 6s Plus 32GB Prepaid Smartphone, Space Gray",4,NA,Jr,0,0,No,No,4/9/2019,55,7,0,2,7
8eec5c81f2b71cfd2357032d2a70764a,2020-04-08 10:43:24 +0000,https://www.walmart.com/reviews/product/41223003,walmart.com,,5,"I have an app for my car and now my house. No more keys, no more worries! Works flawlessly, I feel secure and don't have to look for keys with groceries in my hand. Simply one tap and im in. Also the cool blue led lights are a hit every one comments about it, so easy to send guests a key! Thanks Kevo, into the new age! [This review was collected as part of a promotion.]",TonyPhx,0,0,Yes,No,2/11/2016,130,105,80,57,90
3349f04ccdad5da927f3733f2b5f7036,2020-05-25 04:49:41 +0000,https://www.walmart.com/reviews/product/24988515,walmart.com,,2,The price was great but the product was lacking. Perfect for someone less tech savvy.,Sarahmommyof2,0,0,No,No,5/14/2018,46,23,13,8,41
19924572b06fda550f25555d97b357d1,2020-06-20 19:50:43 +0000,https://www.walmart.com/reviews/product/767933211,walmart.com,2x SMILE YOU'RE ON CAMERA Yellow Business Security Sign CCTV Video Surveillance Home Store Shop,5,NA,Granny,0,0,Yes,No,6/18/2020,1,0,0,0,0
76e4a558eb51b01e84fcb9dbdde2fb55,2020-04-13 03:58:23 +0000,https://www.walmart.com/reviews/product/332332075,walmart.com,,5,Bought this for our condo and so far we love it! The picture is great and was easy to set up.,Fran 53,0,0,Yes,No,2/10/2020,426,105,8,5,5
8e0024b45ada509855056065b4d84672,2020-04-27 03:47:23 +0000,https://www.walmart.com/reviews/product/55279714,walmart.com,,5,,Mon,0,0,No,No,12/17/2019,717,55,29,11,51
a693c020d72cbbe6a159919b7fed9728,2020-05-16 17:30:52 +0000,https://www.walmart.com/reviews/product/139619059,walmart.com,,2,"Last year's autumn I've purchased the headset and been using it since getting it this January in different environments and situations. I'd like to share my feedback of the product and, especially, things that have been bothering me. First of all, the connection behaves erratically now and then when using it in a gym or any other indoor place on a crowded day. It is not a hard break, with headset disconnecting from the phone, rather it is a sudden drop of sound quality and, occasionally, muted left piece for a couple of moments. Secondly, the outdoor usage is nearly impossible while either on a sunny day (25° C) or in a small rain or sleet, as after about 15 minutes the headset starts to either hard disconnect from BT or shut down outright. This is especially frustrating, since outdoor usage was one of the aims of the purchase. Thirdly, the charging pod makes high-pitched sounds when the headset is put in to charge, which is quite annoying. All in all, those issues limit the usage and spoil the user experience of what could have been an excellent product. The ideas are awesome, it's just that the implementation isn't exactly up to par.",Kheimos,1,0,No,No,3/8/2019,96,42,14,8,30
11287263b125f0f3cad6b6c66313b98c,2020-04-11 01:47:35 +0000,https://www.walmart.com/reviews/product/48041523,walmart.com,,4,"I am not a fan of mouse traps. They seem so barbaric and messy. I also don't want mice in my house, or even my garage. Stay outside, please! I kept these in the garage and cleanup was so much better than those wooden base, metal, spring loaded traps. Only one has been used, so far, but since winter weather is already here, I imagine they will be making their way in sooner than later.",nicfury,0,0,Yes,No,11/13/2019,26,9,3,4,10
9d70f707c8c648d4837a1949c14c11a5,2020-05-18 03:10:48 +0000,https://www.walmart.com/reviews/product/42979197,walmart.com,,4,I use this speaker for playing music for my children from my cellphone. It has enough range and power to reach my phone in a big room. It small enough to carry it in my bag without adding weight.,Sole15,2,2,Yes,No,10/30/2015,91,47,16,11,43
f7a5dfefb7e395a3696730c311caad64,2020-05-21 05:17:42 +0000,https://www.walmart.com/reviews/product/834708489,walmart.com,,5,"I have an upstairs and downstairs Nest thermostat. I did my research before buying. Everything is 5 out of 5 stars, especially the ease of installing them myself, and the ease of use with everything on the Nest app, and my Echo 5.",Di Hard,0,0,Yes,No,3/10/2020,7871,435,16,3,17
17147af36a9add6bd0034efe911e6a23,2020-05-21 01:09:51 +0000,https://www.walmart.com/reviews/product/24988515,walmart.com,,5,,Sheila12,0,0,Yes,No,9/14/2019,,,,,
72da80021c23bbba59eff02bb470f877,2020-05-16 19:41:35 +0000,https://www.walmart.com/reviews/product/804051465,walmart.com,,5,"I have always loved Samsung products and my family have been using them as well forever! well it was time for me to purchase an new tv and I have been doing research for some time and I came across this Samsung and it has been awesome ever since I purchased it. it flows so seamless with my phone and my xbox, can't ask for a better quality tv then the one I have and I plan on getting my 3 year old an Samsung but it won't be to this magnitude but it will be a good quality tv, thank you Samsung for being the standard for electronics that all manufactures should stand up to. [This review was collected as part of a promotion.]",Purplbliss27,0,0,No,No,6/12/2019,1024,204,40,11,16
27168b6bf80072cd825edaab7882822e,2020-05-24 05:46:28 +0000,https://www.walmart.com/reviews/product/932204532,walmart.com,,5,Great for the price. love that there is a volume button on thr ear piece.,Kelly,0,0,Yes,No,5/21/2020,1,0,0,0,0
115ba2705aad05c1cf99f1fe7da7cd0c,2020-06-29 03:54:24 +0000,https://www.walmart.com/reviews/product/17164132,walmart.com,JVC HAFX5G Gumy Plus Inner-Ear Earbuds (Green),4,"The new version of the JVC Gumy EarPhone are way better than the old JVC Original EarPhone. I like the JVC Inner Gumy Plus EarPhone, because of their soft and texture of it. What is there to lose? Just go & buy the earphones & you will not regret it!",huynhj0327,26,5,Yes,No,6/7/2012,153,48,13,3,18
1defe9bae49429146d86b0b3fa385e57,2020-05-16 19:41:07 +0000,https://www.walmart.com/reviews/product/542923879,walmart.com,,5,This tv give a great picture during gaming it handles fps very well. [This review was collected as part of a promotion.],madness2099,0,0,No,No,6/17/2019,852,180,20,4,12
c33d1fa7f593a9eb861af7db29f9304f,2020-05-16 19:35:56 +0000,https://www.walmart.com/reviews/product/35030305,walmart.com,,5,I finally cut the cable cord! I really don't miss it. Roku gives me so many options! Luv it!,biggutterman,0,0,Yes,No,8/29/2014,14427,6119,2490,1417,1714
e5a1096fae9f559b2323cfc0933c9577,2020-06-11 02:11:26 +0000,https://www.walmart.com/reviews/product/990932452,walmart.com,AT&T PREPAID Motorola moto g7 Play 32GB Prepaid Smartphone,5,"Cheaper than most other paint at retailer and works just as good, if not better. [This review was collected as part of a promotion.]",Andieb,2,3,Yes,No,9/28/2016,222,41,6,7,12
8f7e954afcc96f19c74f8d47d0a34790,2020-04-20 04:21:07 +0000,https://www.walmart.com/reviews/product/19527757,walmart.com,,3,"I ordered this for my group who are handicap, when we had it installed yesterday and today we were setting it up.But all the parts were there. We're missing the Roku Stick, when we called was given run around and the lady hung up on us. Now before we can use WiFi have to go as ND pick a Roku stick another 40 dollars.",MaryS,0,0,Yes,No,1/23/2016,208,104,24,21,89
3346dd49be9f91c77588fe4a46c625ca,2020-04-08 06:43:40 +0000,https://www.walmart.com/reviews/product/47188249,walmart.com,,4,"I love it, it does have heavy bass and not much treble in the speaker. So it's sound doesn't work 100 percent well with all kinds of music",Nicole,18,19,Yes,No,5/10/2016,78,7,6,3,3
ecf700f81e5e4ce6b756ac681fdeabbf,2020-06-11 07:20:51 +0000,https://www.walmart.com/reviews/product/379254447,walmart.com,SAMSUNG 43" Class 4K UHD 2160p LED Smart TV with HDR UN43NU6900,5,NA,Will,0,0,No,No,12/15/2019,1574,264,114,103,317
959db4983e7cb2a34b210dd9c98a3026,2020-06-15 08:21:30 +0000,https://www.walmart.com/reviews/product/387968358,walmart.com,"RCA Galileo Pro 11.5"" 32GB 2-in-1 Tablet with Keyboard Case Android OS, Charcoal",5,"Received item faster than it estimated, which I was extremely, extremely pleased with because it got here right before hurricane Dorian got to us. I ordered item for my husband and he loves it. It was a phenomenal price, quick shipping and great product.",SPJMP,0,0,No,No,9/10/2019,1958,651,278,172,416
20a645f800a9c032f1518986d04d083a,2020-06-20 03:53:03 +0000,https://www.walmart.com/reviews/product/622505401,walmart.com,JLab Audio Neon Bluetooth Wireless On_ear Headphones,5,"I went through 7 pairs of Beats ranging from the studio Beats, Beats 2, and the ear clip ones all $200-$300 and they all died in a few months or less. These Jlabs sound just as good or better than the extremely overpriced Beats! And for $30, that's just amazing! Deep bass, which I love, and clear audio, and a great battery life. I'm thoroughly impressed with these! Great product at a great price!",Vennom,0,0,No,No,1/8/2019,344,123,33,16,12
21e9a4396e84d697c82eb8c58b5cc931,2020-05-06 07:49:49 +0000,https://www.walmart.com/reviews/product/531292750,walmart.com,,1,"Garbage! Instructions didn't explain how to attach wings. In fact the 'instructions' show the wings already attached. There are no online tools/website to support either. We took our best guess and after the wings flying off for the third time figured it out. But, by then, the top little silver things flew off. Very disappointing.",KB2019,0,0,No,No,12/30/2018,4,1,1,1,10
8bfb46e2f842faa8f9fa689dd61ae456,2020-05-16 20:38:46 +0000,https://www.walmart.com/reviews/product/973145836,walmart.com,,4,"Easy setup, no pairing right out of the box. Keep in mind you have to have an outlet to plug the wireless camera into.I bought this unit to monitor my driveway and the second camera for the interior of the garage. It monitors the drive fine, but the motion detection is too sensitive. If the outdoor camera is set up to see the entire driveway cars going by in the street trigger the motion recording at nearly 200 ft.out. Had to aim the camera down where it is short of the street or it would be recording all day regardless of motion sensitivity setting. Night vision is ok, but limited to about 30 ft. at best. If you want a big time security camera system this is not it, but it is ""adequate"" to monitor an area that is otherwise blind. The other thing you want to be aware of is when you aim it at a window or door the light is so intense it blocks a clear vision of close features even on an Ohio overcast winter day. Great color, Black and White night vision is somewhat disappointing. Would I buy it again, yes, price point is just where I want to be, and I am going to add a third camera the system. You get what you pay for, no free lunch!",Bill O,0,0,Yes,No,1/17/2017,780,191,29,12,17
ab1d4e1abb52056b02b4f2c38aca55c1,2020-04-13 04:45:51 +0000,https://www.walmart.com/reviews/product/604213267,walmart.com,,4,"Great picture, speakers are ok. Its being used as a gaming tv for the kids.",Tony,0,0,Yes,No,11/11/2019,20,3,1,0,1
dfb20021dbd058b25d36bf9b154d831c,2020-05-16 18:36:19 +0000,https://www.walmart.com/reviews/product/786710733,walmart.com,,3,"sound is awful compared to the Apple AirPods, bought for the battery life otherwise would return",jpcelite,0,0,No,No,4/1/2019,277,33,25,18,30
8917c407f76356b32d3beca1aab0919f,2020-04-11 01:42:56 +0000,https://www.walmart.com/reviews/product/38445751,walmart.com,,4,,David,0,0,No,No,7/17/2019,10,3,1,0,0
5627d15f926ca8de91e5931b589508ae,2020-04-13 01:08:54 +0000,https://www.walmart.com/reviews/product/31962053,walmart.com,,5,My boyfriend bought me this as an engagement ring i absolutely love it i don't see the point in spending a lot of money on jewelry so with that being said i am so happy with this ring it is just like the picture it sparkles like crazy and looks like a really expensive piece of jewelry but it is affordable two thumbs up...,Jackie,0,0,No,No,5/30/2018,29,7,1,2,3
369a12dd8d1d0eaff3f7bc33ed6baaba,2020-04-09 01:05:12 +0000,https://www.walmart.com/reviews/product/963078382,walmart.com,,5,I love the phone which looks like new and came with a protected box and a charger (not original though). Was skeptical about a refurbished phone.,Pal,0,0,No,No,12/27/2018,5,1,0,1,2
031c28af12ab2e86a60f0a38e770b047,2020-05-21 02:43:38 +0000,https://www.walmart.com/reviews/product/46784939,walmart.com,,1,Bought the first TV came cracked returned it order another one online that one just showed up and I just opened it and it's cracked as well. Piece of junk.,Joe,0,0,No,No,8/16/2019,1929,843,316,174,614
95323be19e0880e4b2503b85b3ced299,2020-04-11 02:07:38 +0000,https://www.walmart.com/reviews/product/42417752,walmart.com,,5,,Di,0,0,No,No,4/12/2019,188,43,9,8,9
236b334868b71abd4adf968dc26e2b5e,2020-05-16 17:51:52 +0000,https://www.walmart.com/reviews/product/54319418,walmart.com,,5,Only had this 2 days but have used it for walking and biking. Very easy to use and it does what I expected plus some. I like being able to edit the notifications so I only get those I want.,Grandpatlee,0,0,No,No,10/4/2018,356,133,50,26,36
47ce8b815ce8ad811fcac922c903f78d,2020-05-16 17:42:59 +0000,https://www.walmart.com/reviews/product/747013228,walmart.com,,5,I use these headphones for work and truly love the noise canceling feature. They fit perfectly and the crisp sound is superb!,Corey J.,0,0,Yes,No,12/1/2018,240,48,11,8,7
36e60359c0aa99cccde54779a3fb660f,2020-04-13 02:09:58 +0000,https://www.walmart.com/reviews/product/47576640,walmart.com,,2,Con: This shirt fit like a dress. Thin material Pro: nice color,Ryc1,0,0,No,No,5/2/2016,100,32,14,6,11
37b4eba9839fb4946ac47966ec763682,2020-04-10 03:53:15 +0000,https://www.walmart.com/reviews/product/48041501,walmart.com,,1,App is not compatible with wearable. They discontinued it one week after we purchased wearable. It is completely useless - got an Apple Watch.,Cheltn,0,0,No,No,1/11/2020,6,4,3,1,5
4de6af6ba80cd6c1381f3de5d5c4c6f8,2020-05-21 01:46:47 +0000,https://www.walmart.com/reviews/product/472718206,walmart.com,,5,,brookemoore,0,0,Yes,No,12/12/2018,6,2,1,6,9
31abd79a5d9bd394d1cf7887d551cd67,2020-05-18 02:22:26 +0000,https://www.walmart.com/reviews/product/510200347,walmart.com,,5,Once nest is installed very easy to use.,joseph cf,0,0,Yes,No,9/7/2018,7799,428,14,3,8
d18beb321055b7dcbfe525cc06567bdf,2020-05-25 04:51:23 +0000,https://www.walmart.com/reviews/product/726774191,walmart.com,,5,Fits much better than the e8 nice sound comfortable,Kathy M.,0,0,No,No,8/1/2018,1927,288,64,38,48
880db9e315033020e5a3d95de8cf7ec0,2020-06-01 02:54:40 +0000,https://www.walmart.com/reviews/product/46867814,walmart.com,,2,"fair picture, BAD SOUND with a great deal of static, snap, crackle & pop!!!",jmike123,1,0,No,No,1/8/2017,543,228,81,45,86
d0e87dabcc2ed29297798f2c3a398656,2020-04-20 02:00:08 +0000,https://www.walmart.com/reviews/product/248756395,walmart.com,,4,I was sent the Marshall learning watch for free from Vtech to review for my honest opinion. The watch is great my son loved being able to choose the character on the screen. The other games did not keep his attention for to long. All in all I would recommend this watch to all paw patrol fans.,Firefrog37,0,0,No,No,3/28/2019,41,22,2,1,6
993cae63fb4d565d637334987bb64289,2020-05-16 23:10:23 +0000,https://www.walmart.com/reviews/product/227283391,walmart.com,,5,,Duce,0,0,No,No,12/12/2019,130,22,9,4,38
9ce2d6715a28bf6bb4962db453aa1c42,2020-05-16 20:39:37 +0000,https://www.walmart.com/reviews/product/46605932,walmart.com,,5,Nice,Jay1,6,2,Yes,No,5/21/2016,8,3,1,0,2
21a5d4da3c7aa393c12dba45abd3d893,2020-04-09 03:20:21 +0000,https://www.walmart.com/reviews/product/103290173,walmart.com,,5,Glad I did the upgrade from the Charge to this one. So far I love it.,Noj68,0,0,No,No,6/23/2018,262,50,10,10,16
5e80f08464595f91e5bd3bd00572848f,2020-05-18 03:02:37 +0000,https://www.walmart.com/reviews/product/249005433,walmart.com,,5,System excellent. Set up easy. It does 98% of what I expected. Wish it would detect further than 50 feet. I can live with it though. Biggest issue is no user owner manual. Makes it inconvenient for a 79 year old man to program. Otherwise good product.,Boob38,0,0,Yes,No,4/21/2017,800,188,20,10,16
86d56b91e66d76b0285a839faf82bb65,2020-05-17 01:02:48 +0000,https://www.walmart.com/reviews/product/45111496,walmart.com,,5,best card best care thanks walmark,jm23,0,0,Yes,No,9/13/2016,973,120,40,21,139
8d854e3cbb791244e9b05e8c88149ee5,2020-05-16 18:21:06 +0000,https://www.walmart.com/reviews/product/275422892,walmart.com,,3,Great sound and volume but very underwhelming bass and distorted at high volumes.,KingM,0,0,No,No,12/20/2019,250,53,29,14,16
dbefaa86fd0e76dfe689e6296076ec79,2020-04-09 02:21:21 +0000,https://www.walmart.com/reviews/product/287273363,walmart.com,,5,This is a great fitness tracker for a lower price. I like that the watch is wider than the traditional fitness trackers. For me it was easy to set up and didn't have much of a learning curve which was nice. Another nice feature is the watch will buzz if you have been sitting for to long. The clasp is weaker than expected but other than that I am overall satisfied and would recommend this to a friend.,DVRyan,1,0,Yes,No,8/30/2017,4,1,1,1,3
4d2c6ebfe47314c07b6c35e5933b7292,2020-05-16 17:19:59 +0000,https://www.walmart.com/reviews/product/44298019,walmart.com,,4,I love the no-slip design for my workouts. The colors are really great as well,Anonymous,0,0,Yes,No,4/6/2016,239,89,14,2,2
fa66d5fca32f9cb703fa6be718bf6ce9,2020-04-13 01:24:48 +0000,https://www.walmart.com/reviews/product/281803361,walmart.com,,5,"First Samsung I have owned, seems to be a nice phone.",FishAlaska,0,0,Yes,No,6/24/2016,8073,1730,218,67,74
65974910c8b9833cd2580ef3ddcf22ed,2020-04-09 08:41:02 +0000,https://www.walmart.com/reviews/product/45923830,walmart.com,,5,Will be returning to purchase birthday and Christmas gifts. Great products and a great company.,lambleader,0,0,Yes,No,12/21/2014,95,17,1,1,4
35e1403789fc6960b13243229d8b897b,2020-06-04 15:10:50 +0000,https://www.walmart.com/reviews/product/201216466,walmart.com,,5,"Tv has great picture quality, sound is good. Nice big size and lightweight. Easy to set up. Love that it's a roku tv so it's easy to access apps. Remote is simple to use and really like that it has streaming app buttons.",Mnm,0,1,Yes,No,3/26/2020,120,17,11,8,14
e03c5e9393d8850781e1b19614a694fe,2020-04-13 02:03:31 +0000,https://www.walmart.com/reviews/product/10661046,walmart.com,,4,"The chair legs are not level, it is sturdy tho, just needs a little lift on two legs. Love the color and it's very confortable to sit on. It will be going into our camper this spring.",Barb,0,0,No,No,11/6/2018,119,58,39,22,19
fcdecfd31d7895f471d9546ccce3f6a5,2020-04-13 02:13:49 +0000,https://www.walmart.com/reviews/product/351923225,walmart.com,,5,,Richard,0,0,Yes,No,11/30/2019,307,95,32,31,38
e6f7d3224745171a90621fbf09016f22,2020-04-18 03:57:49 +0000,https://www.walmart.com/reviews/product/620856594,walmart.com,,5,"Small, perfect sound. 5 hours play and 5 xtra charges with the case, perfecto for me.",Jose,0,0,No,No,3/6/2020,2,0,0,0,0
e8cb3a4812c0a4368ea63977aa70ebde,2020-04-21 04:02:11 +0000,https://www.walmart.com/reviews/product/255036032,walmart.com,,4,So easy to connect to my bluetooth. It only took less then a minute . Nice discrete size that isn't to big or to small . I like that it comes with a travel case and a bag so I'm able to take it on the fo to work or even if I might be headed out on the road to travel . Sound quality is nice and soothing no crackle sound even with songs that have a good amount of bass to it. Ear pieces fit really good in my ears and no issues with them falling out as a moved around at work . I like beings able to go hands free and talk to other employees instead of having to hold a phone up to my head . I like it comes with additional ear pieces . Easily chargeable by placing in the little charging pod that's included . Loving these wireless ear phones [This review was collected as part of a promotion.],Scottg,0,0,Yes,No,11/14/2019,36,10,4,0,0
